transaction_id|transaction_date|transaction_time|transaction_qty|store_id|store_location|product_id|unit_price|product_category|product_type|product_detail
86348|2023-05-06|16:30:43|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86349|2023-05-06|16:31:01|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86375|2023-05-06|16:47:11|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86402|2023-05-06|17:04:51|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86538|2023-05-06|18:37:55|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86544|2023-05-06|18:49:01|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86589|2023-05-06|19:25:21|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86743|2023-05-07|07:22:11|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86806|2023-05-07|07:59:24|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86816|2023-05-07|08:05:44|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86847|2023-05-07|08:17:52|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
86886|2023-05-07|08:33:03|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87012|2023-05-07|09:22:43|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87050|2023-05-07|09:39:56|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87070|2023-05-07|09:48:24|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87151|2023-05-07|10:18:10|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87185|2023-05-07|10:32:37|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87254|2023-05-07|10:58:28|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87409|2023-05-07|13:19:45|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87417|2023-05-07|13:29:25|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87474|2023-05-07|15:04:07|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87479|2023-05-07|15:15:10|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87491|2023-05-07|15:35:47|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87520|2023-05-07|16:18:43|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87629|2023-05-07|18:37:48|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87716|2023-05-08|06:33:50|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87811|2023-05-08|07:46:29|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87876|2023-05-08|08:09:53|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
87910|2023-05-08|08:21:20|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88077|2023-05-08|09:27:26|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88111|2023-05-08|09:40:37|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88156|2023-05-08|10:03:33|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88222|2023-05-08|10:29:17|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88242|2023-05-08|10:42:13|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88271|2023-05-08|10:48:06|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88302|2023-05-08|10:59:59|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88395|2023-05-08|12:10:23|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88441|2023-05-08|13:00:52|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88771|2023-05-08|17:56:46|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88860|2023-05-08|19:24:15|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88861|2023-05-08|19:24:15|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88915|2023-05-09|06:51:32|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88920|2023-05-09|06:56:32|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88973|2023-05-09|07:20:13|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88990|2023-05-09|07:31:51|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
88991|2023-05-09|07:32:06|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89046|2023-05-09|07:53:48|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89051|2023-05-09|07:55:54|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89066|2023-05-09|07:59:46|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89092|2023-05-09|08:11:32|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89143|2023-05-09|08:29:30|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89178|2023-05-09|08:43:09|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89200|2023-05-09|08:55:33|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89324|2023-05-09|09:40:56|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89381|2023-05-09|10:00:27|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89383|2023-05-09|10:01:24|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89424|2023-05-09|10:18:14|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89529|2023-05-09|10:50:55|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89565|2023-05-09|10:59:38|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89614|2023-05-09|11:54:42|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89619|2023-05-09|12:00:56|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89689|2023-05-09|13:16:18|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89750|2023-05-09|14:41:40|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89820|2023-05-09|16:10:50|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89837|2023-05-09|16:30:19|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89847|2023-05-09|16:45:52|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
89937|2023-05-09|18:47:30|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90035|2023-05-10|06:37:13|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90043|2023-05-10|06:41:03|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90059|2023-05-10|06:53:16|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90172|2023-05-10|07:38:59|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90227|2023-05-10|07:59:18|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90257|2023-05-10|08:12:20|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90287|2023-05-10|08:25:44|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90383|2023-05-10|08:57:19|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90427|2023-05-10|09:17:31|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90437|2023-05-10|09:20:11|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90440|2023-05-10|09:21:00|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90483|2023-05-10|09:38:24|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90538|2023-05-10|09:59:28|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90667|2023-05-10|10:45:10|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90715|2023-05-10|11:13:05|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90726|2023-05-10|11:18:45|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
90842|2023-05-10|13:40:39|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91025|2023-05-10|16:49:05|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91031|2023-05-10|16:54:35|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91040|2023-05-10|17:07:04|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91131|2023-05-10|19:06:16|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91320|2023-05-11|07:35:39|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91473|2023-05-11|08:37:26|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91515|2023-05-11|08:55:32|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91537|2023-05-11|09:07:51|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91585|2023-05-11|09:30:37|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91609|2023-05-11|09:47:37|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91701|2023-05-11|10:26:10|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91870|2023-05-11|12:16:12|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
91914|2023-05-11|13:08:10|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92026|2023-05-11|15:12:50|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92032|2023-05-11|15:19:35|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92147|2023-05-11|17:49:26|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92206|2023-05-11|19:26:08|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92266|2023-05-12|06:39:49|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92306|2023-05-12|07:01:19|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92322|2023-05-12|07:07:59|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92358|2023-05-12|07:28:28|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92404|2023-05-12|07:53:18|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92494|2023-05-12|08:40:20|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92547|2023-05-12|09:08:53|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92609|2023-05-12|09:28:42|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92691|2023-05-12|10:01:19|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92848|2023-05-12|11:15:05|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92849|2023-05-12|11:16:08|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92865|2023-05-12|11:33:30|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92881|2023-05-12|11:57:58|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92885|2023-05-12|12:07:20|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92903|2023-05-12|12:28:43|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92908|2023-05-12|12:36:00|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92917|2023-05-12|12:49:31|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92920|2023-05-12|12:50:56|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92978|2023-05-12|13:51:11|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
92993|2023-05-12|14:03:30|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93010|2023-05-12|14:26:15|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93027|2023-05-12|14:45:51|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93037|2023-05-12|15:00:56|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93170|2023-05-12|17:48:20|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93213|2023-05-12|18:31:38|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93361|2023-05-13|07:51:16|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93407|2023-05-13|08:11:08|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93436|2023-05-13|08:20:31|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93471|2023-05-13|08:29:49|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93524|2023-05-13|08:45:22|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93551|2023-05-13|08:51:31|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93606|2023-05-13|09:06:59|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93749|2023-05-13|09:57:16|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93771|2023-05-13|10:06:34|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93774|2023-05-13|10:06:48|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
93926|2023-05-13|10:53:39|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94026|2023-05-13|12:19:33|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94041|2023-05-13|12:35:37|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94049|2023-05-13|12:37:41|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94135|2023-05-13|14:32:10|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94161|2023-05-13|15:10:33|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94185|2023-05-13|15:23:29|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94190|2023-05-13|15:33:16|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94220|2023-05-13|16:08:54|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94265|2023-05-13|16:40:54|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94480|2023-05-14|08:08:17|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94502|2023-05-14|08:14:18|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94527|2023-05-14|08:20:44|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94529|2023-05-14|08:21:40|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94815|2023-05-14|09:35:04|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94862|2023-05-14|09:44:41|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
94946|2023-05-14|10:09:51|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
95033|2023-05-14|10:34:21|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
95134|2023-05-14|11:34:55|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
95144|2023-05-14|11:46:35|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
95282|2023-05-14|15:10:20|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
95447|2023-05-14|19:13:53|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
95548|2023-05-15|07:04:06|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
95670|2023-05-15|07:51:43|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
95984|2023-05-15|09:51:22|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
95993|2023-05-15|09:53:04|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96020|2023-05-15|10:02:04|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96073|2023-05-15|10:20:39|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96103|2023-05-15|10:31:24|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96264|2023-05-15|12:05:19|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96299|2023-05-15|12:33:40|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96368|2023-05-15|14:05:07|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96377|2023-05-15|14:09:07|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96385|2023-05-15|14:24:06|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96452|2023-05-15|15:45:18|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96515|2023-05-15|17:04:34|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96743|2023-05-16|07:15:36|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96765|2023-05-16|07:26:15|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96770|2023-05-16|07:27:39|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96852|2023-05-16|07:53:24|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96860|2023-05-16|07:56:37|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
96973|2023-05-16|08:42:47|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97008|2023-05-16|08:57:51|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97197|2023-05-16|10:06:00|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97464|2023-05-16|12:24:11|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97470|2023-05-16|12:35:55|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97515|2023-05-16|13:24:12|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97532|2023-05-16|13:40:19|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97560|2023-05-16|14:10:56|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97576|2023-05-16|14:24:45|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97663|2023-05-16|15:50:12|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97672|2023-05-16|15:59:27|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97723|2023-05-16|16:52:32|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97807|2023-05-16|18:39:27|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97809|2023-05-16|18:48:25|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
97998|2023-05-17|07:29:24|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98007|2023-05-17|07:30:48|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98008|2023-05-17|07:31:27|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98049|2023-05-17|07:44:00|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98059|2023-05-17|07:48:45|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98066|2023-05-17|07:50:18|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98153|2023-05-17|08:30:03|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98165|2023-05-17|08:36:26|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98384|2023-05-17|10:12:13|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98406|2023-05-17|10:23:09|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98487|2023-05-17|10:52:58|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98523|2023-05-17|11:15:26|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98605|2023-05-17|12:51:59|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98609|2023-05-17|12:56:11|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98652|2023-05-17|13:55:37|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98743|2023-05-17|16:16:37|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98793|2023-05-17|17:25:05|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98858|2023-05-17|19:09:58|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
98896|2023-05-18|06:35:19|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99064|2023-05-18|07:51:03|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99122|2023-05-18|08:07:54|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99239|2023-05-18|08:57:39|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99330|2023-05-18|09:36:38|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99447|2023-05-18|10:15:27|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99500|2023-05-18|10:31:43|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99544|2023-05-18|10:46:43|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99685|2023-05-18|12:40:17|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99710|2023-05-18|12:59:24|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99758|2023-05-18|13:46:46|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99781|2023-05-18|14:16:37|2|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99836|2023-05-18|15:26:16|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99881|2023-05-18|16:04:14|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99883|2023-05-18|16:04:52|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99911|2023-05-18|16:26:45|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99954|2023-05-18|17:07:14|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
99971|2023-05-18|17:23:54|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100102|2023-05-19|06:36:03|1|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100119|2023-05-19|06:43:49|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100168|2023-05-19|07:04:06|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100234|2023-05-19|07:29:59|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100276|2023-05-19|07:42:19|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100294|2023-05-19|07:50:20|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100340|2023-05-19|08:07:07|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100396|2023-05-19|08:23:56|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100510|2023-05-19|09:04:32|1|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100515|2023-05-19|09:06:09|1|3|Astoria|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100583|2023-05-19|09:32:56|2|8|Hell's Kitchen|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
100586|2023-05-19|09:34:38|2|5|Lower Manhattan|26|3.00|Coffee|Organic brewed coffee|Brazilian Rg
